"HYBAS_ID","SR_exotic","Occ_exotic","SR_all","Occ_all","Occsqrtd","SR_rrfy","Occ_rrfy","NEXT_DOWN","SUB_AREA","Temperature","Elevation","Discharge","Ports","Locks","Ships_Avg","Ships_Max","Canal_Length","Canal_Binary"
2070480520,NA,NA,NA,NA,NA,NA,NA,2070494820,821.4,70.6326530612245,549.571428571429,2.11365306122449,0,0,0,0,0,"0"
2070575600,0,0,5,8,2.82842712474619,0,0,2070576660,2866.1,103,335.270072992701,44.8945328467153,0,0,0,0,0,"0"
2070575510,NA,NA,NA,NA,NA,NA,NA,2070576660,206.8,114.857142857143,50.1428571428571,2472.76357142857,0,0,7745.91666666667,7745.91666666667,0,"0"
2070575490,0,0,6,6,2.44948974278318,0,0,2070575510,4230.3,105.407216494845,301.809278350515,262.326659793814,0,0,3712.2,7745.91666666667,0,"0"
2070575400,0,0,3,3,1.73205080756888,0,0,2070575510,2348.5,112.366666666667,104.888888888889,35.3224333333333,0,0,0,0,0,"0"
2070554910,NA,NA,NA,NA,NA,NA,NA,2070566470,1798.4,65.0166666666667,914.5,2.29745,0,0,0,0,0,"0"
2070554900,NA,NA,NA,NA,NA,NA,NA,2070566470,1301.1,74.6842105263158,744.631578947368,1.85563157894737,0,0,0,0,0,"0"
2070575090,0,0,9,9,3,0,0,2070575490,869.8,116.372093023256,78.1627906976744,1033.61525581395,1,0,1405.29166666667,2246.58333333333,0,"0"
2070575160,3,13,17,52,7.21110255092798,0.416025147168922,1.80277563773199,2070575490,8659.9,94.2146118721461,624.577625570776,6.0062397260274,0,0,0,0,0,"0"
2070565770,NA,NA,NA,NA,NA,NA,NA,2070575400,2459.8,100.8125,319.40625,3.90014583333333,0,0,0,0,0,"0"
2070565680,NA,NA,NA,NA,NA,NA,NA,2070575400,4371.7,95.7393617021277,382.968085106383,30.3119840425532,0,0,0,0,0,"0"
2070471110,NA,NA,NA,NA,NA,NA,NA,2070486800,2538.8,53.2923076923077,939.789743589744,5.63634358974359,0,0,0,0,0,"0"
2070574650,NA,NA,NA,NA,NA,NA,NA,2070575090,206.6,117.363636363636,69.8181818181818,1510.80872727273,0,0,409.583333333333,409.583333333333,0,"0"
2070574720,NA,NA,NA,NA,NA,NA,NA,2070575090,4294.1,106.852380952381,320.090476190476,1.6056380952381,0,0,0,0,0,"0"
2070470990,NA,NA,NA,NA,NA,NA,NA,2070486800,3438.7,69.1244019138756,564.425837320574,4.69431578947368,0,0,0,0,0,"0"
2070574430,2,5,31,77,8.77496438739212,0.227921152919276,0.56980288229819,2070574650,8819.7,110.984536082474,167.208762886598,528.51956185567,2,0,1342.13333333333,2675.91666666667,0,"0"
2070574340,NA,NA,NA,NA,NA,NA,NA,2070574650,1030.5,114.53125,95.046875,23.54321875,0,0,0,0,0,"0"
2070564270,NA,NA,NA,NA,NA,NA,NA,2070574340,513.7,108.823529411765,181.176470588235,0.589,0,0,0,0,0,"0"
2070564230,NA,NA,NA,NA,NA,NA,NA,2070574340,1.4,113.666666666667,90.3333333333333,34.2356666666667,0,0,0,0,0,"0"
2070564090,NA,NA,NA,NA,NA,NA,NA,2070564230,585.3,109.214285714286,168.75,14.7915357142857,0,0,0,0,0,"0"
